id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-58414,CVE-2025-58414 - Apache HTTP Server Cross-Site Request Forgery,2025-09-02T03:15:41.850000Z,2025-09-02T03:15:41.850000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-58414,psirt@fortinet.com,Rejected
CVE-2025-9806,CVE-2025-9806 - Tenda F1202 Administrative shadow hard-coded credentials,2025-09-02T01:15:30.957000Z,2025-09-02T15:55:25.420000Z,1.9,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9806,cna@vuldb.com,Awaiting Analysis
CVE-2025-9805,CVE-2025-9805 - SimStudioAI sim route.ts server-side request forgery,2025-09-02T01:15:30.733000Z,2025-09-02T15:55:25.420000Z,6.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-9805,cna@vuldb.com,Awaiting Analysis
CVE-2025-58178,CVE-2025-58178 - Command Injection via sonarqube-scan-action GitHub Action,2025-09-02T01:15:30.543000Z,2025-09-02T15:55:25.420000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-58178,security-advisories@github.com,Awaiting Analysis
CVE-2025-58162,CVE-2025-58162 - MobSF Vulnerable to Arbitrary File Write (AR-Slip) via Absolute Path in .a Extraction,2025-09-02T01:15:30.353000Z,2025-09-03T15:48:23.827000Z,6.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-58162,security-advisories@github.com,Analyzed
CVE-2025-58161,CVE-2025-58161 - MobSF Path Traversal in GET /download/<filename> using absolute filenames,2025-09-02T01:15:30.170000Z,2025-09-03T15:48:43.537000Z,4.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-58161,security-advisories@github.com,Analyzed
CVE-2025-57808,CVE-2025-57808 - ESP-IDF web_server basic auth bypass using empty or incomplete Authorization header,2025-09-02T01:15:29.947000Z,2025-09-10T19:03:00.280000Z,8.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-57808,security-advisories@github.com,Analyzed
CVE-2025-9802,CVE-2025-9802 - RemoteClinic profile.php sql injection,2025-09-02T00:15:31.097000Z,2025-09-02T15:55:25.420000Z,5.8,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-9802,cna@vuldb.com,Awaiting Analysis
CVE-2025-9801,CVE-2025-9801 - SimStudioAI sim path traversal,2025-09-01T23:15:29.400000Z,2025-09-02T15:55:25.420000Z,5.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-9801,cna@vuldb.com,Awaiting Analysis
CVE-2025-9800,CVE-2025-9800 - SimStudioAI sim HTML File route.ts import unrestricted upload,2025-09-01T23:15:29.133000Z,2025-09-02T15:55:25.420000Z,6.5,MEDIUM,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-9800,cna@vuldb.com,Awaiting Analysis
