id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-26419,CVE-2025-26419 - Samsung Android FRP Bypass Vulnerability,2025-09-04T20:15:34.633000Z,2025-09-05T18:59:44.977000Z,3.3,LOW,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-26419,security@android.com,Analyzed
CVE-2025-22415,CVE-2025-22415 - Android RCE: Android System Activity Launcher,2025-09-04T20:15:34.337000Z,2025-09-05T19:08:58.430000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-22415,security@android.com,Analyzed
CVE-2025-22414,CVE-2025-22414 - FrpBypassAlertActivity Local Privilege Escalation,2025-09-04T20:15:34.220000Z,2025-09-05T19:08:51.160000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-22414,security@android.com,Analyzed
CVE-2024-49731,CVE-2024-49731 - Google Pixel Watch Local Privilege Escalation,2025-09-04T20:15:33.573000Z,2025-09-05T19:08:43.963000Z,4.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2024-49731,security@android.com,Analyzed
CVE-2024-40664,CVE-2024-40664 - Samsung Android AccessibilityService Denial of Service Vulnerability,2025-09-04T20:15:33.427000Z,2025-09-08T14:03:20.720000Z,6.2,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2024-40664,security@android.com,Analyzed
CVE-2025-48581,CVE-2025-48581 - Apache Apex Local Privilege Escalation Vulnerability,2025-09-04T19:15:43.983000Z,2025-09-08T14:03:28.750000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48581,security@android.com,Analyzed
CVE-2025-48563,CVE-2025-48563 - Google Android Remote Fill Service Null Binding Privilege Escalation,2025-09-04T19:15:43.833000Z,2025-09-08T14:03:37.943000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48563,security@android.com,Analyzed
CVE-2025-48562,CVE-2025-48562 - Apache RemotePrintDocument Java Information Disclosure Vulnerability,2025-09-04T19:15:43.690000Z,2025-09-26T14:01:36.763000Z,5.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48562,security@android.com,Analyzed
CVE-2025-48561,CVE-2025-48561 - HP Printer Side Channel Information Disclosure,2025-09-04T19:15:43.543000Z,2025-09-26T14:00:49.093000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48561,security@android.com,Analyzed
CVE-2025-48560,CVE-2025-48560 - Android App Motion Event Confused Deputy Information Disclosure,2025-09-04T19:15:43.273000Z,2025-09-08T14:04:18.790000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48560,security@android.com,Analyzed
CVE-2025-48559,CVE-2025-48559 - Android AppOpsService Local Denial of Service,2025-09-04T19:15:43.133000Z,2025-09-05T19:02:15.230000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48559,security@android.com,Analyzed
CVE-2025-48558,CVE-2025-48558 - Android BatteryService Implicit Intent Hijacking,2025-09-04T19:15:42.983000Z,2025-09-05T19:02:24.653000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48558,security@android.com,Analyzed
CVE-2025-48556,CVE-2025-48556 - Android NotificationChannel Deserialization Privilege Escalation,2025-09-04T19:15:42.837000Z,2025-09-05T19:02:34.320000Z,7.3,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48556,security@android.com,Analyzed
CVE-2025-48554,CVE-2025-48554 - Android DevicePolicyManagerService Persistent DoS Vulnerability,2025-09-04T19:15:42.693000Z,2025-09-05T19:02:44.690000Z,6.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48554,security@android.com,Analyzed
CVE-2025-48553,"CVE-2025-48553 - ""Samsung DevicePolicyManagerService Local Privilege Escalation""",2025-09-04T19:15:42.543000Z,2025-09-08T16:38:10.970000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48553,security@android.com,Analyzed
CVE-2025-48552,CVE-2025-48552 - Android DevicePolicyManager Service Local Privilege Escalation,2025-09-04T19:15:42.390000Z,2025-09-08T16:38:23.923000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48552,security@android.com,Analyzed
CVE-2025-48551,CVE-2025-48551 - Android Confused Deputy Image Leak,2025-09-04T19:15:42.233000Z,2025-09-05T19:02:54.367000Z,5.0,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48551,security@android.com,Analyzed
CVE-2025-48550,CVE-2025-48550 - Apache Slice Permanent Denial of Service Vulnerability,2025-09-04T19:15:42.080000Z,2025-09-05T19:03:02.300000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48550,security@android.com,Analyzed
CVE-2025-48549,"CVE-2025-48549 - ""Google Pixel Audio Privilege Escalation Vulnerability""",2025-09-04T19:15:41.927000Z,2025-09-05T19:03:19.523000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48549,security@android.com,Analyzed
CVE-2025-48548,CVE-2025-48548 - Android AppOpsControllerImpl Audio Recording Privilege Escalation,2025-09-04T19:15:41.757000Z,2025-09-05T19:03:41.150000Z,7.3,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48548,security@android.com,Analyzed
CVE-2025-48547,"CVE-2025-48547 - ""Apache Elevation of Privilege Vulnerability""",2025-09-04T19:15:41.613000Z,2025-09-08T16:39:40.177000Z,7.3,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48547,security@android.com,Analyzed
CVE-2025-48546,CVE-2025-48546 - Android SafeActivityOptions Local Privilege Escalation,2025-09-04T19:15:41.470000Z,2025-09-08T16:39:52.283000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48546,security@android.com,Analyzed
CVE-2025-48545,CVE-2025-48545 - Android AccountManagerService Confused Deputy Local Privilege Escalation,2025-09-04T19:15:41.320000Z,2025-09-05T19:03:55.807000Z,5.5,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48545,security@android.com,Analyzed
CVE-2025-48544,CVE-2025-48544 - Android Device SQL Injection Local Privilege Escalation,2025-09-04T19:15:41.177000Z,2025-09-05T19:04:17.477000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48544,security@android.com,Analyzed
CVE-2025-48543,CVE-2025-48543 - Android Runtime Use-After-Free Vulnerability - [Actively Exploited],2025-09-04T19:15:40.780000Z,2025-09-05T14:21:38.207000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48543,security@android.com,Analyzed
