id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-9670,CVE-2025-9670 - mixmark-io turndown commonmark-rules.js redos,2025-08-29T19:15:39.180000Z,2025-09-02T15:55:35.520000Z,5.5,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-9670,cna@vuldb.com,Awaiting Analysis
CVE-2025-9669,CVE-2025-9669 - Jinher OA GetTreeDate.aspx sql injection,2025-08-29T19:15:38.840000Z,2025-10-01T20:42:52.140000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9669,cna@vuldb.com,Analyzed
CVE-2025-9667,CVE-2025-9667 - code-projects Simple Grading System Admin Panel delete_account.php sql injection,2025-08-29T19:15:38.390000Z,2025-09-08T16:47:48.010000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9667,cna@vuldb.com,Analyzed
CVE-2025-43773,CVE-2025-43773 - Liferay Portal Remote Code Execution Vulnerability,2025-08-29T19:15:37.143000Z,2025-09-02T15:55:35.520000Z,4.6,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-43773,security@liferay.com,Awaiting Analysis
CVE-2023-41471,CVE-2023-41471 - Copyparty Cross Site Scripting Vulnerability,2025-08-29T19:15:32.310000Z,2025-09-09T13:35:53.440000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2023-41471,cve@mitre.org,Analyzed
CVE-2025-9666,CVE-2025-9666 - code-projects Simple Grading System Admin Panel delete_student.php sql injection,2025-08-29T18:15:43.997000Z,2025-09-08T16:38:09.263000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9666,cna@vuldb.com,Analyzed
CVE-2025-9665,CVE-2025-9665 - code-projects Simple Grading System Admin Panel edit_student.php sql injection,2025-08-29T18:15:43.740000Z,2025-09-09T13:40:24.763000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9665,cna@vuldb.com,Analyzed
CVE-2025-9377,CVE-2025-9377 - TP-Link Archer C7(EU) and TL-WR841N/ND(MS) OS Command Injection Vulnerability - [Actively Exploited],2025-08-29T18:15:43.220000Z,2025-09-04T13:41:48.497000Z,8.6,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-9377,f23511db-6c3e-4e32-a477-6aa17d310630,Analyzed
CVE-2025-58158,CVE-2025-58158 - Harness Affected by Arbitrary File Write in Gitness LFS server,2025-08-29T18:15:42.987000Z,2025-09-02T15:55:35.520000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-58158,security-advisories@github.com,Awaiting Analysis
CVE-2025-52861,CVE-2025-52861 - VioStor,2025-08-29T18:15:42.777000Z,2025-09-02T15:55:35.520000Z,7.0,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-52861,security@qnapsecurity.com.tw,Awaiting Analysis
CVE-2025-52856,CVE-2025-52856 - VioStor,2025-08-29T18:15:42.557000Z,2025-09-02T15:55:35.520000Z,9.3,CRITICAL,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-52856,security@qnapsecurity.com.tw,Awaiting Analysis
CVE-2025-44033,CVE-2025-44033 - Oa System SQL Injection Vulnerability,2025-08-29T18:15:42.280000Z,2025-09-09T13:45:53.430000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-44033,cve@mitre.org,Analyzed
CVE-2025-44015,CVE-2025-44015 - HybridDesk Station,2025-08-29T18:15:42.097000Z,2025-09-02T15:55:35.520000Z,2.3,LOW,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-44015,security@qnapsecurity.com.tw,Awaiting Analysis
CVE-2025-33038,CVE-2025-33038 - Qsync Central,2025-08-29T18:15:41.697000Z,2025-09-19T17:06:10.107000Z,7.2,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-33038,security@qnapsecurity.com.tw,Analyzed
CVE-2025-33037,CVE-2025-33037 - Qsync Central,2025-08-29T18:15:41.483000Z,2025-09-19T17:06:00.273000Z,7.2,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-33037,security@qnapsecurity.com.tw,Analyzed
CVE-2025-33036,CVE-2025-33036 - Qsync Central,2025-08-29T18:15:41.267000Z,2025-09-19T17:05:34.643000Z,7.2,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-33036,security@qnapsecurity.com.tw,Analyzed
CVE-2025-33033,CVE-2025-33033 - Qsync Central,2025-08-29T18:15:41.060000Z,2025-09-19T17:04:44.670000Z,7.2,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-33033,security@qnapsecurity.com.tw,Analyzed
CVE-2025-33032,"CVE-2025-33032 - QTS, QuTS hero",2025-08-29T18:15:40.847000Z,2025-09-22T17:26:48.183000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-33032,security@qnapsecurity.com.tw,Analyzed
CVE-2025-30278,CVE-2025-30278 - Qsync Central,2025-08-29T18:15:40.630000Z,2025-09-19T17:04:36.080000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-30278,security@qnapsecurity.com.tw,Analyzed
CVE-2025-30277,CVE-2025-30277 - Qsync Central,2025-08-29T18:15:40.423000Z,2025-09-19T17:03:53.067000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-30277,security@qnapsecurity.com.tw,Analyzed
