id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-47422,CVE-2025-47422 - Advanced Installer Local Privilege Escalation Vulnerability,2025-07-08T14:15:27.997000Z,2025-07-24T17:15:32.570000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-47422,cve@mitre.org,Awaiting Analysis
CVE-2025-7179,CVE-2025-7179 - code-projects Library System add-teacher.php sql injection,2025-07-08T13:15:34.487000Z,2025-07-08T19:37:32.997000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-7179,cna@vuldb.com,Analyzed
CVE-2025-7178,CVE-2025-7178 - code-projects Food Distributor Site login.php sql injection,2025-07-08T13:15:33.940000Z,2025-07-08T19:37:21.010000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-7178,cna@vuldb.com,Analyzed
CVE-2025-50130,"CVE-2025-50130 - FUJI ELECTRIC CO., LTD. V-SFT/TELLUS Heap-Based Buffer Overflow Vulnerability",2025-07-08T13:15:33.710000Z,2025-07-08T16:18:14.207000Z,8.4,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-50130,vultures@jpcert.or.jp,Awaiting Analysis
CVE-2025-27061,CVE-2025-27061 - Out-of-bounds Write in Video,2025-07-08T13:15:33.447000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27061,product-security@qualcomm.com,Analyzed
CVE-2025-27058,CVE-2025-27058 - Buffer Copy Without Checking Size of Input in Computer Vision,2025-07-08T13:15:33.153000Z,2025-07-21T18:51:35.960000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27058,product-security@qualcomm.com,Analyzed
CVE-2025-27057,CVE-2025-27057 - Buffer Over-read in WLAN Host,2025-07-08T13:15:32.910000Z,2025-09-25T17:36:49.740000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27057,product-security@qualcomm.com,Analyzed
CVE-2025-27056,CVE-2025-27056 - Use After Free in DSP Service,2025-07-08T13:15:32.730000Z,2025-07-21T18:35:57.497000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27056,product-security@qualcomm.com,Analyzed
CVE-2025-27055,CVE-2025-27055 - Buffer Over-read in Camera,2025-07-08T13:15:32.570000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27055,product-security@qualcomm.com,Analyzed
CVE-2025-27052,CVE-2025-27052 - Buffer Copy Without Checking Size of Input in Core Services,2025-07-08T13:15:32.397000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27052,product-security@qualcomm.com,Analyzed
CVE-2025-27051,CVE-2025-27051 - Double Free in Windows WLAN Host,2025-07-08T13:15:32.233000Z,2025-07-21T18:59:07.647000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27051,product-security@qualcomm.com,Analyzed
CVE-2025-27050,CVE-2025-27050 - Use After Free in Camera,2025-07-08T13:15:32.070000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27050,product-security@qualcomm.com,Analyzed
CVE-2025-27047,CVE-2025-27047 - Use After Free in Display,2025-07-08T13:15:31.913000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27047,product-security@qualcomm.com,Analyzed
CVE-2025-27046,CVE-2025-27046 - Double Free in Display,2025-07-08T13:15:31.760000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27046,product-security@qualcomm.com,Analyzed
CVE-2025-27044,CVE-2025-27044 - Out-of-bounds Write in Video,2025-07-08T13:15:31.603000Z,2025-07-21T18:54:25.313000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27044,product-security@qualcomm.com,Analyzed
CVE-2025-27043,CVE-2025-27043 - Buffer Copy Without Checking Size of Input in Video,2025-07-08T13:15:31.430000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27043,product-security@qualcomm.com,Analyzed
CVE-2025-27042,CVE-2025-27042 - Incorrect Calculation of Buffer Size in Video,2025-07-08T13:15:31.240000Z,2025-09-25T17:38:53.743000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-27042,product-security@qualcomm.com,Analyzed
CVE-2025-21466,CVE-2025-21466 - Use After Free in Display,2025-07-08T13:15:31.080000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21466,product-security@qualcomm.com,Analyzed
CVE-2025-21454,CVE-2025-21454 - Buffer Over-read in WLAN Embedded SW,2025-07-08T13:15:30.907000Z,2025-08-11T15:06:17.607000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21454,product-security@qualcomm.com,Analyzed
CVE-2025-21450,CVE-2025-21450 - Improper Authentication in GPS_GNSS,2025-07-08T13:15:30.740000Z,2025-08-11T15:06:17.607000Z,9.1,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21450,product-security@qualcomm.com,Analyzed
CVE-2025-21449,CVE-2025-21449 - Buffer Over-read in WLAN Embedded SW,2025-07-08T13:15:30.567000Z,2025-08-11T15:06:17.607000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21449,product-security@qualcomm.com,Analyzed
CVE-2025-21446,CVE-2025-21446 - Buffer Over-read in WLAN Firmware,2025-07-08T13:15:30.387000Z,2025-08-11T15:06:17.607000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21446,product-security@qualcomm.com,Analyzed
CVE-2025-21445,CVE-2025-21445 - Buffer Copy Without Checking Size of Input (`Classic Buffer Overflow`) in Data HLOS - QX,2025-07-08T13:15:30.227000Z,2025-07-21T19:46:09.200000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21445,product-security@qualcomm.com,Analyzed
CVE-2025-21444,CVE-2025-21444 - Buffer Copy Without Checking Size of Input (`Classic Buffer Overflow`) in Data HLOS - QX,2025-07-08T13:15:30.073000Z,2025-07-21T19:45:42.533000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21444,product-security@qualcomm.com,Analyzed
CVE-2025-21433,CVE-2025-21433 - NULL Pointer Dereference in SPS-HLOS,2025-07-08T13:15:29.890000Z,2025-08-11T15:06:17.607000Z,6.2,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21433,product-security@qualcomm.com,Analyzed
CVE-2025-21432,CVE-2025-21432 - Double Free in SPS-HLOS,2025-07-08T13:15:29.703000Z,2025-08-11T15:06:17.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21432,product-security@qualcomm.com,Analyzed
CVE-2025-21427,CVE-2025-21427 - Buffer Over-read in Data HLOS - LNX,2025-07-08T13:15:29.533000Z,2025-08-11T15:06:17.607000Z,8.2,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21427,product-security@qualcomm.com,Analyzed
