id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2022-50400,CVE-2022-50400 - staging: greybus: audio_helper: remove unused and wrong debugfs usage,2025-09-18T14:15:39.240000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50400,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50399,CVE-2022-50399 - media: atomisp: prevent integer overflow in sh_css_set_black_frame(),2025-09-18T14:15:39.120000Z,2025-09-29T11:15:45.667000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50399,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50398,CVE-2022-50398 - drm/msm/dp: add atomic_check to bridge ops,2025-09-18T14:15:39Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50398,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50397,CVE-2022-50397 - net/ieee802154: reject zero-sized raw_sendmsg(),2025-09-18T14:15:38.867000Z,2025-10-01T08:15:30.060000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50397,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Rejected
CVE-2022-50396,CVE-2022-50396 - net: sched: fix memory leak in tcindex_set_parms,2025-09-18T14:15:38.737000Z,2025-09-29T12:15:45.973000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50396,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50395,CVE-2022-50395 - integrity: Fix memory leakage in keyring allocation error path,2025-09-18T14:15:38.620000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50395,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50394,CVE-2022-50394 - i2c: ismt: Fix an out-of-bounds bug in ismt_access(),2025-09-18T14:15:38.490000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50394,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50393,CVE-2022-50393 - drm/amdgpu: SDMA update use unlocked iterator,2025-09-18T14:15:38.380000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50393,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50392,CVE-2022-50392 - ASoC: mediatek: mt8183: fix refcount leak in mt8183_mt6358_ts3a227_max98357_dev_probe(),2025-09-18T14:15:38.250000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50392,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50391,CVE-2022-50391 - mm/mempolicy: fix memory leak in set_mempolicy_home_node system call,2025-09-18T14:15:38.127000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50391,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50390,CVE-2022-50390 - drm/ttm: fix undefined behavior in bit shift for TTM_TT_FLAG_PRIV_POPULATED,2025-09-18T14:15:37.997000Z,2025-09-19T16:00:27.847000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50390,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50389,CVE-2022-50389 - tpm: tpm_crb: Add the missed acpi_put_table() to fix memory leak,2025-09-18T14:15:37.853000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50389,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50388,CVE-2022-50388 - nvme: fix multipath crash caused by flush request when blktrace is enabled,2025-09-18T14:15:37.723000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50388,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50387,CVE-2022-50387 - net: hinic: fix the issue of CMDQ memory leaks,2025-09-18T14:15:37.610000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50387,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50386,CVE-2022-50386 - Bluetooth: L2CAP: Fix user-after-free,2025-09-18T14:15:37.480000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50386,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50385,CVE-2022-50385 - NFS: Fix an Oops in nfs_d_automount(),2025-09-18T14:15:37.353000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50385,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50384,CVE-2022-50384 - staging: vme_user: Fix possible UAF in tsi148_dma_list_add,2025-09-18T14:15:37.230000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50384,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50383,CVE-2022-50383 - media: mediatek: vcodec: Can't set dst buffer to done when lat decode error,2025-09-18T14:15:37.113000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50383,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50382,CVE-2022-50382 - padata: Always leave BHs disabled when running ->parallel(),2025-09-18T14:15:36.993000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50382,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50381,CVE-2022-50381 - md: fix a crash in mempool_free,2025-09-18T14:15:36.873000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50381,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50380,CVE-2022-50380 - mm: /proc/pid/smaps_rollup: fix no vma's null-deref,2025-09-18T14:15:36.767000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50380,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50379,CVE-2022-50379 - btrfs: fix race between quota enable and quota rescan ioctl,2025-09-18T14:15:36.630000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50379,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50378,CVE-2022-50378 - drm/meson: reorder driver deinit sequence to fix use-after-free bug,2025-09-18T14:15:36.513000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50378,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50377,CVE-2022-50377 - ext4: check and assert if marking an no_delete evicting inode dirty,2025-09-18T14:15:36.397000Z,2025-09-19T16:15:40.350000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50377,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Rejected
CVE-2022-50376,"CVE-2022-50376 - orangefs: Fix kmemleak in orangefs_{kernel,client}_debug_init()",2025-09-18T14:15:36.277000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50376,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2022-50375,CVE-2022-50375 - tty: serial: fsl_lpuart: disable dma rx/tx use flags in lpuart_dma_shutdown,2025-09-18T14:15:36.110000Z,2025-09-19T16:00:46.437000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2022-50375,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-10667,CVE-2025-10667 - itsourcecode Online Discussion Forum compose_msg.php sql injection,2025-09-18T13:15:35.560000Z,2025-09-20T02:35:52.853000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10667,cna@vuldb.com,Analyzed
CVE-2025-10666,CVE-2025-10666 - D-Link DIR-825 apply.cgi sub_4106d4 buffer overflow,2025-09-18T13:15:33.977000Z,2025-09-19T20:16:31.973000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-10666,cna@vuldb.com,Analyzed
CVE-2025-40678,CVE-2025-40678 - Unrestricted upload vulnerability for dangerous file types on Summar Software´s Portal del Empleado,2025-09-18T12:15:39.603000Z,2025-09-18T13:43:34.310000Z,5.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-40678,cve-coordination@incibe.es,Awaiting Analysis
CVE-2025-40677,CVE-2025-40677 - SQL injection vulnerability in Summar Software´s Portal del Empleado,2025-09-18T12:15:39.407000Z,2025-09-18T13:43:34.310000Z,8.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-40677,cve-coordination@incibe.es,Awaiting Analysis
