id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-38200,CVE-2025-38200 - i40e: fix MMIO write access to an invalid page in i40e_clear_hw,2025-07-04T14:15:27.877000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38200,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38199,CVE-2025-38199 - wifi: ath12k: Fix memory leak due to multiple rx_stats allocation,2025-07-04T14:15:27.707000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38199,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38198,CVE-2025-38198 - fbcon: Make sure modelist not set on unregistered console,2025-07-04T14:15:27.040000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38198,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38197,CVE-2025-38197 - platform/x86: dell_rbu: Fix list usage,2025-07-04T14:15:26.913000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38197,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38196,CVE-2025-38196 - io_uring/rsrc: validate buffer count with offset for cloning,2025-07-04T14:15:26.787000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38196,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38195,CVE-2025-38195 - LoongArch: Fix panic caused by NULL-PMD in huge_pte_offset(),2025-07-04T14:15:26.667000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38195,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38194,CVE-2025-38194 - jffs2: check that raw node were preallocated before writing summary,2025-07-04T14:15:26.530000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38194,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38193,CVE-2025-38193 - net_sched: sch_sfq: reject invalid perturb period,2025-07-04T14:15:26.403000Z,2025-08-28T15:15:48.243000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38193,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38192,CVE-2025-38192 - net: clear the dst when changing skb protocol,2025-07-04T14:15:26.280000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38192,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38191,CVE-2025-38191 - ksmbd: fix null pointer dereference in destroy_previous_session,2025-07-04T14:15:26.157000Z,2025-08-09T15:15:28.460000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38191,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38190,CVE-2025-38190 - atm: Revert atm_account_tx() if copy_from_iter_full() fails.,2025-07-04T14:15:26.017000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38190,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38189,CVE-2025-38189 - drm/v3d: Avoid NULL pointer dereference in `v3d_job_update_stats()`,2025-07-04T14:15:25.883000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38189,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38188,CVE-2025-38188 - drm/msm/a7xx: Call CP_RESET_CONTEXT_STATE,2025-07-04T14:15:25.760000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38188,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38187,CVE-2025-38187 - drm/nouveau: fix a use-after-free in r535_gsp_rpc_push(),2025-07-04T14:15:25.640000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38187,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38186,CVE-2025-38186 - bnxt_en: Fix double invocation of bnxt_ulp_stop()/bnxt_ulp_start(),2025-07-04T14:15:25.520000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38186,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38185,CVE-2025-38185 - atm: atmtcp: Free invalid length skb in atmtcp_c_send().,2025-07-04T14:15:25.377000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38185,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38184,CVE-2025-38184 - tipc: fix null-ptr-deref when acquiring remote ip of ethernet bearer,2025-07-04T14:15:25.237000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38184,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38183,CVE-2025-38183 - net: lan743x: fix potential out-of-bounds write in lan743x_ptp_io_event_clock_get(),2025-07-04T14:15:25.113000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38183,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38182,CVE-2025-38182 - ublk: santizize the arguments from userspace when adding a device,2025-07-04T14:15:24.990000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38182,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38181,"CVE-2025-38181 - calipso: Fix null-ptr-deref in calipso_req_{set,del}attr().",2025-07-04T14:15:24.860000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38181,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38180,CVE-2025-38180 - net: atm: fix /proc/net/atm/lec handling,2025-07-04T14:15:24.700000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38180,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38179,CVE-2025-38179 - smb: client: fix max_sge overflow in smb_extract_folioq_to_rdma(),2025-07-04T14:15:24.553000Z,2025-07-08T16:18:53.607000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38179,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-38178,CVE-2025-38178 - Intel igen6 EDAC Null Pointer Dereference Vulnerability,2025-07-04T14:15:24.233000Z,2025-07-28T05:15:44.407000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38178,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Rejected
CVE-2025-7061,CVE-2025-7061 - Intelbras InControl operador csv injection,2025-07-04T13:15:25.987000Z,2025-08-20T02:59:02.720000Z,5.1,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-7061,cna@vuldb.com,Analyzed
CVE-2025-49809,CVE-2025-49809 - MTR Sudo Execution Hijacking Vulnerability,2025-07-04T13:15:25.780000Z,2025-07-08T16:18:53.607000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-49809,cve@mitre.org,Awaiting Analysis
CVE-2025-48172,CVE-2025-48172 - SumatraPDF CHMLib Heap-Based Buffer Overflow,2025-07-04T13:15:25.453000Z,2025-07-08T16:18:53.607000Z,5.6,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-48172,cve@mitre.org,Awaiting Analysis
CVE-2025-38177,CVE-2025-38177 - sch_hfsc: make hfsc_qlen_notify() idempotent,2025-07-04T13:15:24.033000Z,2025-08-28T15:15:48.110000Z,0.0,NA,,https://cvefeed.io/vuln/detail/CVE-2025-38177,416baaa9-dc9f-4396-8d5f-8c081fb06d67,Awaiting Analysis
CVE-2025-7066,CVE-2025-7066 - Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') in Jirafeau,2025-07-04T12:15:35.740000Z,2025-08-14T14:00:20.763000Z,6.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-7066,cve@gitlab.com,Analyzed
CVE-2025-6740,CVE-2025-6740 - Contact Form 7 Database Addon <= 1.3.1 - Unauthenticated Stored Cross-Site Scripting via tmpD Parameter,2025-07-04T12:15:35.570000Z,2025-07-09T17:42:55.913000Z,6.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-6740,security@wordfence.com,Analyzed
CVE-2025-6056,CVE-2025-6056 - Ergon Informatik AG Airlock IAM Information Disclosure,2025-07-04T12:15:35.407000Z,2025-07-08T16:18:53.607000Z,6.9,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-6056,vulnerability@ncsc.ch,Awaiting Analysis
CVE-2025-52833,CVE-2025-52833 - WordPress LMS <= 9.1 - SQL Injection Vulnerability,2025-07-04T12:15:35.217000Z,2025-07-08T16:18:53.607000Z,9.3,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52833,audit@patchstack.com,Awaiting Analysis
CVE-2025-52832,CVE-2025-52832 - WordPress NGG Smart Image Search <= 3.4.1 - SQL Injection Vulnerability,2025-07-04T12:15:35.020000Z,2025-07-08T16:18:53.607000Z,9.3,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52832,audit@patchstack.com,Awaiting Analysis
CVE-2025-52831,CVE-2025-52831 - WordPress Video List Manager <= 1.7 - SQL Injection Vulnerability,2025-07-04T12:15:34.820000Z,2025-07-08T16:18:53.607000Z,9.3,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52831,audit@patchstack.com,Awaiting Analysis
CVE-2025-52830,CVE-2025-52830 - WordPress bSecure – Your Universal Checkout <= 1.7.9 - SQL Injection Vulnerability,2025-07-04T12:15:34.633000Z,2025-07-08T16:18:53.607000Z,9.3,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52830,audit@patchstack.com,Awaiting Analysis
CVE-2025-52828,CVE-2025-52828 - WordPress Red Art <= 3.7 - PHP Object Injection Vulnerability,2025-07-04T12:15:34.453000Z,2025-07-08T16:18:53.607000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52828,audit@patchstack.com,Awaiting Analysis
CVE-2025-52813,CVE-2025-52813 - WordPress MobiLoud <= 4.6.5 - Broken Access Control Vulnerability,2025-07-04T12:15:34.273000Z,2025-07-08T16:18:53.607000Z,8.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52813,audit@patchstack.com,Awaiting Analysis
CVE-2025-52807,CVE-2025-52807 - WordPress Kossy - Minimalist eCommerce WordPress Theme <= 1.45 - Local File Inclusion Vulnerability,2025-07-04T12:15:34.107000Z,2025-07-08T16:18:53.607000Z,8.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52807,audit@patchstack.com,Awaiting Analysis
CVE-2025-52805,CVE-2025-52805 - WordPress Leyka <= 3.31.9 - Local File Inclusion Vulnerability,2025-07-04T12:15:33.927000Z,2025-07-08T16:18:53.607000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52805,audit@patchstack.com,Awaiting Analysis
CVE-2025-52798,CVE-2025-52798 - WordPress JobSearch <= 2.9.0 - Cross Site Scripting (XSS) Vulnerability,2025-07-04T12:15:33.737000Z,2025-07-08T16:18:53.607000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52798,audit@patchstack.com,Awaiting Analysis
CVE-2025-52796,CVE-2025-52796 - WordPress WP-Recall <= 16.26.14 - Cross Site Scripting (XSS) Vulnerability,2025-07-04T12:15:33.553000Z,2025-07-08T16:18:53.607000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52796,audit@patchstack.com,Awaiting Analysis
CVE-2025-52776,CVE-2025-52776 - WordPress Video List Manager <= 1.7 - Cross Site Scripting (XSS) Vulnerability,2025-07-04T12:15:33.370000Z,2025-07-08T16:18:53.607000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-52776,audit@patchstack.com,Awaiting Analysis
