id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2014-125127,CVE-2014-125127 - Denial of Service (DoS) vulnerability in mikecao/flight,2025-09-03T09:15:32.187000Z,2025-09-04T15:36:56.447000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2014-125127,596c5446-0ce5-4ba2-aa66-48b3b757a647,Awaiting Analysis
CVE-2025-9817,CVE-2025-9817 - NULL Pointer Dereference in Wireshark,2025-09-03T08:15:31.893000Z,2025-10-09T19:20:23.173000Z,7.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9817,cve@gitlab.com,Analyzed
CVE-2025-9378,CVE-2025-9378 - Vayu Blocks <= 1.3.9 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Block Attributes,2025-09-03T07:15:34.350000Z,2025-09-04T15:36:56.447000Z,6.4,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9378,security@wordfence.com,Awaiting Analysis
CVE-2025-8663,CVE-2025-8663 - upKeeper Manager Information Disclosure,2025-09-03T07:15:34.167000Z,2025-09-04T15:36:56.447000Z,8.8,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-8663,80f39f49-2521-4ee7-9e17-af5d55e8032f,Awaiting Analysis
CVE-2025-58210,CVE-2025-58210 - WordPress Makeaholic Theme <= 1.8.5 - Broken Access Control Vulnerability,2025-09-03T07:15:33.963000Z,2025-09-04T15:36:56.447000Z,5.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-58210,audit@patchstack.com,Awaiting Analysis
CVE-2024-32444,CVE-2024-32444 - WordPress RealHomes theme <= 4.3.6 - Privilege Escalation vulnerability,2025-09-03T07:15:32.100000Z,2025-09-04T15:36:56.447000Z,9.8,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2024-32444,audit@patchstack.com,Awaiting Analysis
CVE-2025-58272,CVE-2025-58272 - Web Caster CSRF,2025-09-03T06:15:50.613000Z,2025-09-04T15:36:56.447000Z,3.7,LOW,CVSS 3.0,https://cvefeed.io/vuln/detail/CVE-2025-58272,vultures@jpcert.or.jp,Awaiting Analysis
CVE-2025-21041,CVE-2025-21041 - Android Secure Folder Authentication Bypass,2025-09-03T06:15:50.287000Z,2025-09-19T20:13:14.480000Z,6.2,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21041,mobile.security@samsung.com,Analyzed
CVE-2025-21040,CVE-2025-21040 - Google Assistant Improper Intent Verification Vulnerability,2025-09-03T06:15:49.987000Z,2025-09-05T16:43:58.663000Z,5.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21040,mobile.security@samsung.com,Analyzed
CVE-2025-21039,CVE-2025-21039 - Samsung S Assistant Intent Verification Bypass Vulnerability,2025-09-03T06:15:49.720000Z,2025-09-05T16:49:12.003000Z,5.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-21039,mobile.security@samsung.com,Analyzed
