id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-55848,CVE-2025-55848 - D-Link DIR-823 Remote Command Execution Vulnerability,2025-09-26T17:15:36.353000Z,2025-10-03T19:29:28.217000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-55848,cve@mitre.org,Analyzed
CVE-2025-26258,CVE-2025-26258 - Sourcecodester Employee Management System Cross Site Scripting (XSS),2025-09-26T17:15:36.207000Z,2025-10-03T18:56:26.380000Z,6.1,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-26258,cve@mitre.org,Undergoing Analysis
CVE-2025-11031,CVE-2025-11031 - DataTables examples.php path traversal,2025-09-26T17:15:35.257000Z,2025-10-07T18:31:56.343000Z,5.5,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-11031,cna@vuldb.com,Analyzed
CVE-2025-11030,CVE-2025-11030 - Tutorials-Website Employee Management System HTTP Request all-applied-leave.php improper authorization,2025-09-26T17:15:35.067000Z,2025-09-29T19:34:10.030000Z,7.5,HIGH,CVSS 2.0,https://cvefeed.io/vuln/detail/CVE-2025-11030,cna@vuldb.com,Awaiting Analysis
CVE-2025-11029,CVE-2025-11029 - givanz Vvveb cross-site request forgery,2025-09-26T17:15:34.027000Z,2025-10-07T18:49:56.380000Z,8.8,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-11029,cna@vuldb.com,Analyzed
CVE-2025-59843,CVE-2025-59843 - FlagForgeCTF Exposes User Emails via Public /api/user/[username] API,2025-09-26T16:15:49.090000Z,2025-10-08T16:30:36.180000Z,6.9,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-59843,security-advisories@github.com,Analyzed
CVE-2025-59842,CVE-2025-59842 - JupyterLab LaTeX typesetter links did not enforce `noopener` attribute,2025-09-26T16:15:48.890000Z,2025-09-29T19:34:10.030000Z,2.1,LOW,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-59842,security-advisories@github.com,Awaiting Analysis
CVE-2025-59362,CVE-2025-59362 - Squid SNMP ASN.1 Long OID Handling Vulnerability,2025-09-26T16:15:48.667000Z,2025-10-07T18:50:14.290000Z,8.2,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-59362,cve@mitre.org,Analyzed
CVE-2025-58385,CVE-2025-58385 - Doxense WatchDoc Active Directory Private User PUK Code Disclosure,2025-09-26T16:15:48.420000Z,2025-10-07T18:51:40.840000Z,7.1,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-58385,cve@mitre.org,Analyzed
CVE-2025-56463,CVE-2025-56463 - Mercusys MW305R TLS Private Key Disclosure,2025-09-26T16:15:47.990000Z,2025-10-07T18:52:53.413000Z,6.8,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-56463,cve@mitre.org,Analyzed
CVE-2025-11028,CVE-2025-11028 - givanz Vvveb Image information disclosure,2025-09-26T16:15:47.423000Z,2025-10-07T18:54:00.803000Z,7.5,HIGH,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-11028,cna@vuldb.com,Analyzed
